"Artista";"Titulo";"Duracion";"Categoria";"Idioma";"Carpeta";"Letra";"Cancion";"Video"
"Christina Aguilera";"Genie In A Bottle";"N/A";"N/A";"English";"Christina Aguilera - Genie In A Bottle.txt";"C:\UltraStar canciones\C\Christina Aguilera - Genie In A Bottle\Christina Aguilera - Genie In A Bottle.txt";"N/A";"N/A"
"Christina Aguilera";"Pero me acuerdo de ti";"N/A";"Pop";"Espa�ol";"Christina Aguilera - Pero me acuerdo de ti.txt";"C:\UltraStar canciones\Christina Aguilera - Pero me acuerdo de ti\Christina Aguilera - Pero me acuerdo de ti.txt";"C:\UltraStar canciones\Christina Aguilera - Pero me acuerdo de ti\Christina Aguilera - Pero me acuerdo de ti.mp3";"C:\UltraStar canciones\Christina Aguilera - Pero me acuerdo de ti\Christina Aguilera - Pero me acuerdo de ti.AVI"
"Christina Aguilera";"The Voice Within";"N/A";"Pop";"English";"Christina Aguilera - The Voice Within.txt";"C:\UltraStar canciones\C\Christina Aguilera - The Voice Within\Christina Aguilera - The Voice Within.txt";"N/A";"N/A"
"Christina Aguilera";"Ven conmigo (Solamente tú)";"N/A";"N/A";"Español";"Christina Aguilera - Ven conmigo (Solamente tú).txt";"C:\UltraStar canciones\Christina Aguilera - Ven conmigo (Solamente tú)\Christina Aguilera - Ven conmigo (Solamente tú).txt";"C:\UltraStar canciones\Christina Aguilera - Ven conmigo (Solamente tú)\Christina Aguilera - Ven conmigo (Solamente tú).mp3";"C:\UltraStar canciones\Christina Aguilera - Ven conmigo (Solamente tú)\Christina Aguilera - Ven conmigo (Solamente tú).mp4"
"Christina Aguilera Ft. Redman";"Dirrty";"N/A";"N/A";"English";"Christina Aguilera Feat. Redman - Dirrty.txt";"C:\UltraStar canciones\C\Christina Aguilera Ft. Redman - Dirrty\Christina Aguilera Feat. Redman - Dirrty.txt";"N/A";"N/A"
"Christina Perri";"Jar of Hearts";"N/A";"N/A";"English";"Christina Perri - Jar of Hearts.txt";"C:\UltraStar canciones\C\Christina Perri - Jar of Hearts\Christina Perri - Jar of Hearts.txt";"N/A";"N/A"
"Christina Perri";"Jar of Hearts";"N/A";"N/A";"English";"Christina Perri - Jar of Hearts.txt";"C:\UltraStar canciones\J\Christina Perri - Jar of Hearts\Christina Perri - Jar of Hearts.txt";"N/A";"N/A"
"Colbie Caillat";"Bubbly";"N/A";"Pop";"English";"Colbie Caillat - Bubbly.txt";"C:\UltraStar canciones\C\Colbie Caillat - Bubbly\Colbie Caillat - Bubbly.txt";"N/A";"N/A"
"Coldplay";"Speed Of Sound";"N/A";"Rock";"English";"Coldplay - Speed Of Sound.txt";"C:\UltraStar canciones\C\Coldplay - Speed Of Sound\Coldplay - Speed Of Sound.txt";"N/A";"N/A"
"Coti con Paulina Rubio y Julieta Venegas";"Nada fue un error";"N/A";"N/A";"Español";"Coti con Paulina Rubio y Julieta Venegas - Nada fue un error.txt";"C:\UltraStar canciones\Coti con Paulina Rubio y Julieta Venegas - Nada fue un error\Coti con Paulina Rubio y Julieta Venegas - Nada fue un error.txt";"C:\UltraStar canciones\Coti con Paulina Rubio y Julieta Venegas - Nada fue un error\Coti con Paulina Rubio y Julieta Venegas - Nada fue un error.mp3";"C:\UltraStar canciones\Coti con Paulina Rubio y Julieta Venegas - Nada fue un error\Coti con Paulina Rubio y Julieta Venegas - Nada fue un error.avi"
"Coti y Julieta Venegas";"Tu nombre";"N/A";"N/A";"Espa�ol";"Coti y Julieta Venegas - Tu nombre [MULTI].txt";"C:\UltraStar canciones\Coti y Julieta Venegas - Tu nombre\Coti y Julieta Venegas - Tu nombre [MULTI].txt";"C:\UltraStar canciones\Coti y Julieta Venegas - Tu nombre\Coti y Julieta Venegas - Tu nombre.mp3";"C:\UltraStar canciones\Coti y Julieta Venegas - Tu nombre\Coti y Julieta Venegas - Tu nombre.avi"
"Coti y Julieta Venegas";"Tu nombre";"N/A";"N/A";"Espa�ol";"Coti y Julieta Venegas - Tu nombre.txt";"C:\UltraStar canciones\Coti y Julieta Venegas - Tu nombre\Coti y Julieta Venegas - Tu nombre.txt";"C:\UltraStar canciones\Coti y Julieta Venegas - Tu nombre\Coti y Julieta Venegas - Tu nombre.mp3";"C:\UltraStar canciones\Coti y Julieta Venegas - Tu nombre\Coti y Julieta Venegas - Tu nombre.avi"
"Craig David";"Walking Away";"N/A";"N/A";"English";"Craig David - Walking Away.txt";"C:\UltraStar canciones\C\Craig David - Walking Away\Craig David - Walking Away.txt";"N/A";"N/A"
"Cristian Castro";"Azul";"N/A";"N/A";"Espa�ol";"Cristian Castro - Azul.txt";"C:\UltraStar canciones\Cristian Castro - Azul\Cristian Castro - Azul.txt";"C:\UltraStar canciones\Cristian Castro - Azul\Cristian Castro - Azul.mp3";"C:\UltraStar canciones\Cristian Castro - Azul\Cristian Castro - Azul.avi"
"Cristian Castro";"Lloran las rosas";"N/A";"N/A";"Español";"Cristian Castro - Lloran las rosas.txt";"C:\UltraStar canciones\Cristian Castro - Lloran las rosas\Cristian Castro - Lloran las rosas.txt";"C:\UltraStar canciones\Cristian Castro - Lloran las rosas\Cristian Castro - Lloran las rosas.mp3";"C:\UltraStar canciones\Cristian Castro - Lloran las rosas\Cristian Castro - Lloran las rosas.mp4"
"Cristian Castro";"Mi vida sin tu amor";"N/A";"Balada";"Espa�ol";"Cristian Castro - Mi vida sin tu amor.txt";"C:\UltraStar canciones\Cristian Castro - Mi vida sin tu amor\Cristian Castro - Mi vida sin tu amor.txt";"C:\UltraStar canciones\Cristian Castro - Mi vida sin tu amor\Cristian Castro - Mi vida sin tu amor.mp3";"C:\UltraStar canciones\Cristian Castro - Mi vida sin tu amor\Cristian Castro - Mi vida sin tu amor.mp4"
"Cristian Castro";"Por amarte así";"N/A";"Ballad";"Español";"Cristian Castro - Por amarte así.txt";"C:\UltraStar canciones\Cristian Castro - Por amarte así\Cristian Castro - Por amarte así.txt";"C:\UltraStar canciones\Cristian Castro - Por amarte así\Cristian Castro - Por amarte así.mp3";"C:\UltraStar canciones\Cristian Castro - Por amarte así\Cristian Castro - Por amarte así.avi"
"Cristian Castro";"Simplemente tú";"N/A";"Pop";"Español";"Cristian Castro - Simplemente tú.txt";"C:\UltraStar canciones\Cristian Castro - Simplemente tú\Cristian Castro - Simplemente tú.txt";"C:\UltraStar canciones\Cristian Castro - Simplemente tú\Cristian Castro - Simplemente tú.mp3";"C:\UltraStar canciones\Cristian Castro - Simplemente tú\Cristian Castro - Simplemente tú.mp4"
"Cristian Castro";"Volver a amar";"N/A";"Balada";"Español";"Cristian Castro - Volver a amar.txt";"C:\UltraStar canciones\Cristian Castro - Volver a amar\Cristian Castro - Volver a amar.txt";"C:\UltraStar canciones\Cristian Castro - Volver a amar\Cristian Castro - Volver a amar.mp3";"C:\UltraStar canciones\Cristian Castro - Volver a amar\Cristian Castro - Volver a amar.mp4"
"Crowded House";"Don't Dream It's Over";"N/A";"N/A";"English";"Crowded House - Don't Dream It's Over.txt";"C:\UltraStar canciones\C\Crowded House - Don't Dream It's Over\Crowded House - Don't Dream It's Over.txt";"N/A";"N/A"
"Crystal King";"Ai wo Torimodose!!";"N/A";"N/A";"N/A";"Crystal King - Ai wo Torimodose!!.txt";"C:\UltraStar canciones\C\Crystal King - Ai wo Torimodose!! (You wa Shock)\Crystal King - Ai wo Torimodose!!.txt";"N/A";"N/A"
"Culture Club";"Do You Really Want To Hurt Me";"N/A";"N/A";"English";"Culture Club - Do You Really Want To Hurt Me.txt";"C:\UltraStar canciones\C\Culture Club - Do You Really Want To Hurt Me\Culture Club - Do You Really Want To Hurt Me.txt";"N/A";"N/A"
"Culture Club";"Karma Chameleon";"N/A";"N/A";"N/A";"Culture Club - Karma chameleon.txt";"C:\UltraStar canciones\C\Culture Club - Karma chameleon\Culture Club - Karma chameleon.txt";"N/A";"N/A"
"Cutting Crew";"Died In Your Arms";"N/A";"N/A";"English";"Cutting Crew - Died In Your Arms.txt";"C:\UltraStar canciones\C\Cutting Crew - Died In Your Arms\Cutting Crew - Died In Your Arms.txt";"N/A";"N/A"
"Cyndi Lauper";"She Bop";"N/A";"N/A";"N/A";"Cyndi Lauper - She bop.txt";"C:\UltraStar canciones\C\Cyndi Lauper - She bop\Cyndi Lauper - She bop.txt";"N/A";"N/A"
"Cyndi Lauper";"Time After Time";"N/A";"N/A";"English";"Cyndi Lauper - Time After Time.txt";"C:\UltraStar canciones\C\Cyndi Lauper - Time After Time\Cyndi Lauper - Time After Time.txt";"N/A";"N/A"
"Dana Winner";"Moonlight Shadow";"N/A";"N/A";"English";"Dana Winner - Moonlight Shadow.txt";"C:\UltraStar canciones\D\Dana Winner - Moonlight Shadow\Dana Winner - Moonlight Shadow.txt";"N/A";"N/A"
"Dani Fernández";"Te esperaré toda la vida";"N/A";"Pop";"Español";"Dani Fernández - Te esperaré toda la vida.txt";"C:\UltraStar canciones\Dani Fernández - Te esperaré toda la vida\Dani Fernández - Te esperaré toda la vida.txt";"C:\UltraStar canciones\Dani Fernández - Te esperaré toda la vida\Dani Fernández - Te esperaré toda la vida.mp3";"C:\UltraStar canciones\Dani Fernández - Te esperaré toda la vida\Dani Fernández - Te esperaré toda la vida.webm"
"Daniel Bedingfield";"If You're Not The One";"N/A";"N/A";"N/A";"Daniel Bedingfield - If You're Not The One.txt";"C:\UltraStar canciones\D\Daniel Bedingfield - If You're Not The One\Daniel Bedingfield - If You're Not The One.txt";"N/A";"N/A"
"David Bisbal";"Ave María";"N/A";"Pop";"Español";"David Bisbal - Ave María.txt";"C:\UltraStar canciones\David Bisbal - Ave María\David Bisbal - Ave María.txt";"C:\UltraStar canciones\David Bisbal - Ave María\David Bisbal - Ave María.mp3";"C:\UltraStar canciones\David Bisbal - Ave María\David Bisbal - Ave María [VD#0].avi"
"David Bisbal";"Bulería";"N/A";"Pop";"Español";"David Bisbal - Bulería.txt";"C:\UltraStar canciones\David Bisbal - Bulería\David Bisbal - Bulería.txt";"C:\UltraStar canciones\David Bisbal - Bulería\David Bisbal - Bulería.mp3";"C:\UltraStar canciones\David Bisbal - Bulería\David Bisbal - Bulería.avi"
"David Bisbal";"D�gale";"N/A";"Pop";"Espa�ol";"David Bisbal - Dígale.txt";"C:\UltraStar canciones\David Bisbal - Dígale\David Bisbal - Dígale.txt";"C:\UltraStar canciones\David Bisbal - Dígale\David Bisbal - Dígale.mp3";"C:\UltraStar canciones\David Bisbal - Dígale\David Bisbal - Dígale.avi"
"David Bisbal";"Esclavo de sus besos";"N/A";"Pop";"Español";"David Bisbal - Esclavo de sus besos.txt";"C:\UltraStar canciones\David Bisbal - Esclavo de sus besos\David Bisbal - Esclavo de sus besos.txt";"C:\UltraStar canciones\David Bisbal - Esclavo de sus besos\David Bisbal - Esclavo de sus besos.mp3";"C:\UltraStar canciones\David Bisbal - Esclavo de sus besos\David Bisbal - Esclavo de sus besos.mp4"
"David Bisbal";"Silencio";"N/A";"Pop";"Español";"David Bisbal - Silencio.txt";"C:\UltraStar canciones\David Bisbal - Silencio\David Bisbal - Silencio.txt";"C:\UltraStar canciones\David Bisbal - Silencio\David Bisbal - Silencio.mp3";"C:\UltraStar canciones\David Bisbal - Silencio\David Bisbal - Silencio.avi"
"David Bisbal y Aitana";"Si tú la quieres";"N/A";"Pop";"Español";"David Bisbal y Aitana - Si tú la quieres [MULTI].txt";"C:\UltraStar canciones\David Bisbal y Aitana - Si tú la quieres\David Bisbal y Aitana - Si tú la quieres [MULTI].txt";"C:\UltraStar canciones\David Bisbal y Aitana - Si tú la quieres\David Bisbal y Aitana - Si tú la quieres.mp3";"C:\UltraStar canciones\David Bisbal y Aitana - Si tú la quieres\David Bisbal y Aitana - Si tú la quieres.webm"
"David Bisbal y Aitana";"Si tú la quieres";"N/A";"Pop";"Español";"David Bisbal y Aitana - Si tú la quieres.txt";"C:\UltraStar canciones\David Bisbal y Aitana - Si tú la quieres\David Bisbal y Aitana - Si tú la quieres.txt";"C:\UltraStar canciones\David Bisbal y Aitana - Si tú la quieres\David Bisbal y Aitana - Si tú la quieres.mp3";"C:\UltraStar canciones\David Bisbal y Aitana - Si tú la quieres\David Bisbal y Aitana - Si tú la quieres.webm"
"David Bowie";"Space Oddity";"N/A";"N/A";"N/A";"David Bowie - Space Oddity.txt";"C:\UltraStar canciones\D\David Bowie - Space Oddity\David Bowie - Space Oddity.txt";"N/A";"N/A"
"Deep Blue Something";"Breakfast At Tiffany's";"N/A";"N/A";"English";"Deep Blue Something - Breakfast At Tiffany's.txt";"C:\UltraStar canciones\D\Deep Blue Something - Breakfast At Tiffany's\Deep Blue Something - Breakfast At Tiffany's.txt";"N/A";"N/A"
"Deep Purple";"Fireball";"N/A";"N/A";"English";"Deep Purple - Fireball.txt";"C:\UltraStar canciones\D\Deep Purple - Fireball\Deep Purple - Fireball.txt";"N/A";"N/A"
"Deep Purple";"Smoke On The Water";"N/A";"N/A";"N/A";"Deep Purple - Smoke On The Water.txt";"C:\UltraStar canciones\D\Deep Purple - Smoke On The Water\Deep Purple - Smoke On The Water.txt";"N/A";"N/A"
"Dexy's Midnight Runners";"Come On Eileen";"N/A";"N/A";"N/A";"Dexy's Midnight Runners - Come On Eileen.TXT";"C:\UltraStar canciones\D\Dexy's Midnight Runners - Come On Eileen\Dexy's Midnight Runners - Come On Eileen.TXT";"N/A";"N/A"
"Dido";"Thank You";"N/A";"N/A";"English";"Dido - Thank You.txt";"C:\UltraStar canciones\D\Dido - Thank You\Dido - Thank You.txt";"N/A";"N/A"
"Dido";"White Flag";"N/A";"N/A";"English";"Dido - White Flag.txt";"C:\UltraStar canciones\D\Dido - White Flag\Dido - White Flag.txt";"N/A";"N/A"
"Die Ärzte";"Lasse redn";"N/A";"N/A";"German";"Die Ärzte - Lasse redn.txt";"C:\UltraStar canciones\D\Die Ärzte - Lasse redn\Die Ärzte - Lasse redn.txt";"N/A";"N/A"
"Die Ärzte";"Manchmal haben Frauen";"N/A";"N/A";"N/A";"Die Ärzte - Manchmal haben Frauen.txt";"C:\UltraStar canciones\D\Die Ärzte - Manchmal haben Frauen\Die Ärzte - Manchmal haben Frauen.txt";"N/A";"N/A"
"Die Ärzte";"Männer Sind Schweine";"N/A";"N/A";"N/A";"Die Aerzte - Maenner Sind Schweine.txt";"C:\UltraStar canciones\D\Die Ärzte - Maenner Sind Schweine\Die Aerzte - Maenner Sind Schweine.txt";"N/A";"N/A"
"die ärzte";"nichts in der Welt";"N/A";"N/A";"N/A";"Die Ärzte - Nichts in der Welt.txt";"C:\UltraStar canciones\D\Die Ärzte - Nichts in der Welt\Die Ärzte - Nichts in der Welt.txt";"N/A";"N/A"
"Die Ärzte";"Schrei nach Liebe";"N/A";"N/A";"N/A";"DIE ÄRZTE - Schrei Nach Liebe.txt";"C:\UltraStar canciones\D\Die Ärzte - Schrei nach Liebe\DIE ÄRZTE - Schrei Nach Liebe.txt";"N/A";"N/A"
"Die Ärzte";"Super Drei";"N/A";"N/A";"N/A";"Die Aerzte - Super Drei.txt";"C:\UltraStar canciones\D\Die Ärzte - Super Drei\Die Aerzte - Super Drei.txt";"N/A";"N/A"
"Die Ärzte";"Westerland";"N/A";"N/A";"N/A";"Die Ärzte - Westerland.txt";"C:\UltraStar canciones\D\Die Ärzte - Westerland\Die Ärzte - Westerland.txt";"N/A";"N/A"
"Die Ärzte";"Zu Spät";"N/A";"N/A";"N/A";"Die Ärzte - Zu Spät.txt";"C:\UltraStar canciones\D\Die Ärzte - Zu Spät\Die Ärzte - Zu Spät.txt";"N/A";"N/A"
"Die Fantastischen Vier";"Geboren";"N/A";"N/A";"N/A";"Die Fantastischen Vier - Geboren.txt";"C:\UltraStar canciones\D\Die Fantastischen Vier - Geboren\Die Fantastischen Vier - Geboren.txt";"N/A";"N/A"
"Die Prinzen";"Alle nur geklaut";"N/A";"N/A";"N/A";"Die Prinzen - Alles Nur Geklaut.txt";"C:\UltraStar canciones\D\Die Prinzen - Alles Nur Geklaut\Die Prinzen - Alles Nur Geklaut.txt";"N/A";"N/A"
"Die Prinzen";"Du musst ein Schwein sein";"N/A";"N/A";"N/A";"Die Prinzen - Du musst ein Schwein sein.txt";"C:\UltraStar canciones\D\Die Prinzen - Du musst ein Schwein sein\Die Prinzen - Du musst ein Schwein sein.txt";"N/A";"N/A"
"Die Toten Hosen";"Tage Wie Diese";"N/A";"General Punk";"German";"Die Toten Hosen - Tage Wie Diese.txt";"C:\UltraStar canciones\D\Die Toten Hosen - Tage wie Diese\Die Toten Hosen - Tage Wie Diese.txt";"N/A";"N/A"
"Diego Torres";"Color esperanza";"N/A";"N/A";"Español";"Diego Torres - Color esperanza.txt";"C:\UltraStar canciones\Diego Torres - Color esperanza\Diego Torres - Color esperanza.txt";"C:\UltraStar canciones\Diego Torres - Color esperanza\Diego Torres - Color esperanza.mp3";"C:\UltraStar canciones\Diego Torres - Color esperanza\Diego Torres - Color esperanza.avi"
"Dieter Thomas Kuhn";"Und es war Sommer";"N/A";"N/A";"N/A";"Dieter Thomas Kuhn - Es war Sommer (Die wahre Geschichte).txt";"C:\UltraStar canciones\D\Dieter Thomas Kuhn - Es war Sommer (Die wahre Geschichte)\Dieter Thomas Kuhn - Es war Sommer (Die wahre Geschichte).txt";"N/A";"N/A"
"Dionne Warwick";"That's What Friends Are For";"N/A";"N/A";"English";"Dionne Warwick - That's What Friends Are For.txt";"C:\UltraStar canciones\D\Dionne Warwick - That's What Friends Are For\Dionne Warwick - That's What Friends Are For.txt";"N/A";"N/A"
"Dire Straits";"Sultans Of Swing";"N/A";"N/A";"English";"Dire Straits - Sultans Of Swing.txt";"C:\UltraStar canciones\D\Dire Straits - Sultans Of Swing\Dire Straits - Sultans Of Swing.txt";"N/A";"N/A"
"Dire Straits";"Tunnel Of Love";"N/A";"N/A";"English";"Dire Straits - Tunnel Of Love.txt";"C:\UltraStar canciones\D\Dire Straits - Tunnel Of Love\Dire Straits - Tunnel Of Love.txt";"N/A";"N/A"
"Dire Straits";"Walk of life";"N/A";"N/A";"N/A";"Dire Straits - Walk of life.txt";"C:\UltraStar canciones\D\Dire Straits - Walk of life\Dire Straits - Walk of life.txt";"N/A";"N/A"
"Dirty Pretty Things";"Bang Bang You're Dead";"N/A";"N/A";"English";"Dirty Pretty Things - Bang Bang You're Dead.txt";"C:\UltraStar canciones\D\Dirty Pretty Things - Bang Bang You're Dead\Dirty Pretty Things - Bang Bang You're Dead.txt";"N/A";"N/A"
"Disney";"Gummibären";"N/A";"N/A";"N/A";"Disney - Gummibären.txt";"C:\UltraStar canciones\D\Disney - Gummibären\Disney - Gummibären.txt";"N/A";"N/A"
"Disney’s Frozen";"Let It Go";"N/A";"Musical";"English";"Disney’s Frozen - Let It Go.txt";"C:\UltraStar canciones\D\Disney’s Frozen - Let It Go\Disney’s Frozen - Let It Go.txt";"N/A";"N/A"
"Disney’s Frozen";"Let It Go";"N/A";"Musical";"English";"Idina Menzel - Let It Go (Frozen).txt";"C:\UltraStar canciones\I\Idina Menzel - Let It Go\Idina Menzel - Let It Go (Frozen).txt";"N/A";"N/A"
"Disney’s Frozen";"Puštam Sve";"N/A";"Musical";"Croatian";"Disney’s Frozen - Puštam Sve.txt";"C:\UltraStar canciones\D\Disney’s  Frozen - Puštam Sve\Disney’s Frozen - Puštam Sve.txt";"N/A";"N/A"
"Disney’s Pocahontas";"Colours Of The Wind";"N/A";"N/A";"English";"Disney’s Pocahontas - Colours Of The Wind.txt";"C:\UltraStar canciones\D\Disney’s Pocahontas - Colours Of The Wind\Disney’s Pocahontas - Colours Of The Wind.txt";"N/A";"N/A"
"Disney’s Pocahontas";"Das Farbenspiel des Winds";"N/A";"N/A";"N/A";"Disney’s Pocahontas - Das Farbenspiel des Winds.txt";"C:\UltraStar canciones\D\Disney’s Pocahontas - Das Farbenspiel des Winds\Disney’s Pocahontas - Das Farbenspiel des Winds.txt";"N/A";"N/A"
"Disturbed";"The Sound of Silence";"N/A";"N/A";"English";"Disturbed - The Sound of Silence.txt";"C:\UltraStar canciones\D\Disturbed - The Sound of Silence\Disturbed - The Sound of Silence.txt";"N/A";"N/A"
"Dixie Chicks";"Not Ready To Make Nice";"N/A";"N/A";"English";"Dixie Chicks - Not Ready To Make Nice.txt";"C:\UltraStar canciones\D\Dixie Chicks - Not Ready To Make Nice\Dixie Chicks - Not Ready To Make Nice.txt";"N/A";"N/A"
"Dolly Parton";"9 To 5";"N/A";"N/A";"N/A";"Dolly Parton - 9 To 5.txt";"C:\UltraStar canciones\D\Dolly Parton - 9 To 5\Dolly Parton - 9 To 5.txt";"N/A";"N/A"
"Don Omar";"Ayer la vi";"N/A";"Reggaeton";"Espa�ol";"Don Omar - Ayer la vi.txt";"C:\UltraStar canciones\Don Omar - Ayer la vi\Don Omar - Ayer la vi.txt";"C:\UltraStar canciones\Don Omar - Ayer la vi\Don Omar - Ayer la vi.mp3";"N/A"
"Don Omar";"Dile";"N/A";"N/A";"Español";"Don Omar - Dile.txt";"C:\UltraStar canciones\Don Omar - Dile\Don Omar - Dile.txt";"C:\UltraStar canciones\Don Omar - Dile\Don Omar - Dile.mp3";"C:\UltraStar canciones\Don Omar - Dile\Don Omar - Dile.avi"
"Don Omar";"Virtual diva";"N/A";"Electrónica";"Español";"Don Omar - Virtual diva.txt";"C:\UltraStar canciones\Don Omar - Virtual diva\Don Omar - Virtual diva.txt";"C:\UltraStar canciones\Don Omar - Virtual diva\Don Omar - Virtual diva.mp3";"C:\UltraStar canciones\Don Omar - Virtual diva\Don Omar - Virtual diva.avi"
"Don Omar & Lucenzo";"Danza Kuduro";"N/A";"Reggaeton";"Espa�ol";"Don Omar & Lucenzo - Danza Kuduro.txt";"C:\UltraStar canciones\Don Omar & Lucenzo - Danza Kuduro\Don Omar & Lucenzo - Danza Kuduro.txt";"C:\UltraStar canciones\Don Omar & Lucenzo - Danza Kuduro\Don Omar & Lucenzo - Danza Kuduro.mp3";"C:\UltraStar canciones\Don Omar & Lucenzo - Danza Kuduro\Don Omar & Lucenzo - Danza Kuduro.avi"
"Drafi Deutscher";"Mamor, Stein und Eisen bricht";"N/A";"N/A";"N/A";"Drafi Deutscher - Mamor, Stein und Eisen bricht.txt";"C:\UltraStar canciones\D\Drafi Deutscher - Mamor, Stein und Eisen bricht (Movie)\Drafi Deutscher - Mamor, Stein und Eisen bricht.txt";"N/A";"N/A"
